STATE ABBREVIATION,D,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME(f),CANDIDATE NAME,PARTY,(I),GENERAL VOTES 
CA,10,Jose,Hernandez,jose hernandez,"Hernandez, Jose",D,0,98934
CA,11,George ,Miller,george miller,"Miller, George ",D,1,200743
CA,11,Virginia,Fuller,virginia fuller,"Fuller, Virginia",R,0,87136
CA,12,Nancy ,Pelosi,nancy pelosi,"Pelosi, Nancy ",D,1,253709
CA,12,John ,Dennis,john dennis,"Dennis, John ",R,0,44478
CA,13,Barbara ,Lee,barbara lee,"Lee, Barbara ",D,1,250436
CA,13,Marilyn M.,Singleton,marilyn singleton,"Singleton, Marilyn M.",OTHER,0,38146
CA,14,Jackie ,Speier,jackie speier,"Speier, Jackie ",D,1,203828
CA,14,Deborah (Debbie),Bacigalupi,deborah bacigalupi,"Bacigalupi, Deborah (Debbie)",R,0,54455
CA,15,Eric,Swalwell,eric swalwell,"Swalwell, Eric",D,0,120388
CA,15,Fortney Pete ,Stark,fortney stark,"Stark, Fortney Pete ",D,1,110646
CA,16,Jim,Costa,jim costa,"Costa, Jim",D,1,84649
CA,16,Brian Daniel ,Whelan,brian whelan,"Whelan, Brian Daniel ",R,0,62801
CA,17,Mike ,Honda,mike honda,"Honda, Mike ",D,1,159392
CA,17,Evelyn ,Li,evelyn li,"Li, Evelyn ",R,0,57336
CA,18,Anna G.,Eshoo,anna eshoo,"Eshoo, Anna G.",D,1,212831
CA,18,Dave ,Chapman,dave chapman,"Chapman, Dave ",R,0,89103
CA,19,Zoe ,Lofgren,zoe lofgren,"Lofgren, Zoe ",D,1,162300
CA,19,Robert ,Murray,robert murray,"Murray, Robert ",R,0,59313
CA,20,Sam,Farr,sam farr,"Farr, Sam",D,1,172996
CA,20,Jeff,Taylor,jeff taylor,"Taylor, Jeff",R,0,60566
CA,21,David G.,Valadao,david valadao,"Valadao, David G.",R,0,67164
CA,21,John ,Hernandez,john hernandez,"Hernandez, John ",D,0,49119
CA,22,Devin G.,Nunes,devin nunes,"Nunes, Devin G.",R,1,132386
CA,22,Otto,Lee,otto lee,"Lee, Otto",D,0,81555
CA,23,Kevin ,McCarthy,kevin mccarthy,"McCarthy, Kevin ",R,1,158161
CA,23,Terry ,Phillips,terry phillips,"Phillips, Terry ",OTHER,0,57842
CA,24,Lois,Capps,lois capps,"Capps, Lois",D,1,156749
CA,24,Abel,Maldonado,abel maldonado,"Maldonado, Abel",R,0,127746
CA,25,"Howard P. ""Buck""",McKeon,howard mckeon,"McKeon, Howard P. ""Buck""",R,1,129593
CA,25,Lee C.,Rogers,lee rogers,"Rogers, Lee C.",D,0,106982
CA,26,Julia ,Brownley,julia brownley,"Brownley, Julia ",D,0,139072
CA,26,Tony ,Strickland,tony strickland,"Strickland, Tony ",R,0,124863
CA,27,Judy ,Chu,judy chu,"Chu, Judy ",D,1,154191
CA,27,Jack ,Orswell,jack orswell,"Orswell, Jack ",R,0,86817
CA,28,Adam,Schiff,adam schiff,"Schiff, Adam",D,1,188703
CA,28,Phil ,Jennerjahn,phil jennerjahn,"Jennerjahn, Phil ",R,0,58008
CA,29,Tony ,Cárdenas,tony cárdenas,"Cárdenas, Tony ",D,0,111287
CA,29,David R. ,Hernandez,david hernandez,"Hernandez, David R. ",OTHER,0,38994
CA,30,Brad,Sherman,brad sherman,"Sherman, Brad",D,1,149456
CA,30,Howard L.,Berman,howard berman,"Berman, Howard L.",D,1,98395
CA,31,Gary G. ,Miller,gary miller,"Miller, Gary G. ",R,1,88964
CA,31,Bob,Dutton,bob dutton,"Dutton, Bob",R,0,72255
CA,32,Grace F.,Napolitano,grace napolitano,"Napolitano, Grace F.",D,1,124903
CA,32,David L.,Miller,david miller,"Miller, David L.",R,0,65208
CA,33,Henry A. ,Waxman,henry waxman,"Waxman, Henry A. ",D,1,171860
CA,33,Bill,Bloomfield,bill bloomfield,"Bloomfield, Bill",OTHER,0,146660
CA,34,Xavier ,Becerra,xavier becerra,"Becerra, Xavier ",D,1,120367
CA,34,Stephen C.,Smith,stephen smith,"Smith, Stephen C.",R,0,20223
CA,35,Gloria Negrete,McLeod,gloria mcleod,"McLeod, Gloria Negrete",D,0,79698
CA,35,Joe,Baca,joe baca,"Baca, Joe",D,1,62982
CA,36,Raul ,Ruiz,raul ruiz,"Ruiz, Raul ",D,0,110189
CA,36,Mary Bono,Mack,mary mack,"Mack, Mary Bono",R,1,97953
CA,37,Karen R.,Bass,karen bass,"Bass, Karen R.",D,1,207039
CA,37,Morgan,Osborne,morgan osborne,"Osborne, Morgan",OTHER,0,32541
CA,38,Linda T.,Sánchez,linda sánchez,"Sánchez, Linda T.",D,1,145280
CA,38,Benjamin ,Campos,benjamin campos,"Campos, Benjamin ",R,0,69807
CA,39,Ed ,Royce,ed royce,"Royce, Ed ",R,1,145607
CA,39,Jay ,Chen,jay chen,"Chen, Jay ",D,0,106360
CA,40,Lucille ,Roybal-Allard,lucille roybalallard,"Roybal-Allard, Lucille ",D,1,73940
CA,40,David ,Sanchez,david sanchez,"Sanchez, David ",D,0,51613
CA,41,Mark,Takano,mark takano,"Takano, Mark",D,0,103578
CA,41,John ,Tavaglione,john tavaglione,"Tavaglione, John ",R,0,72074
CA,42,Ken,Calvert,ken calvert,"Calvert, Ken",R,1,130245
CA,42,Michael ,Williamson,michael williamson,"Williamson, Michael ",D,0,84702
CA,43,Maxine,Waters,maxine waters,"Waters, Maxine",D,1,143123
CA,43,Bob,Flores,bob flores,"Flores, Bob",D,0,57771
CA,44,Janice,Hahn,janice hahn,"Hahn, Janice",D,1,99909
CA,44,Laura ,Richardson,laura richardson,"Richardson, Laura ",D,1,65989
CA,45,John ,Campbell,john campbell,"Campbell, John ",R,1,171417
CA,45,Sukhee,Kang,sukhee kang,"Kang, Sukhee",D,0,121814
CA,46,Loretta ,Sanchez,loretta sanchez,"Sanchez, Loretta ",D,1,95694
CA,46,Jerry ,Hayden,jerry hayden,"Hayden, Jerry ",R,0,54121
CA,47,Alan ,Lowenthal,alan lowenthal,"Lowenthal, Alan ",D,0,130093
CA,47,Gary,DeLong,gary delong,"DeLong, Gary",R,0,99919
CA,48,Dana,Rohrabacher,dana rohrabacher,"Rohrabacher, Dana",R,1,177144
CA,48,Ron ,Varasteh,ron varasteh,"Varasteh, Ron ",D,0,113358
CA,49,Darrell,Issa,darrell issa,"Issa, Darrell",R,1,159725
CA,49,Jerry ,Tetalman,jerry tetalman,"Tetalman, Jerry ",D,0,114893
CA,50,Duncan D. ,Hunter,duncan hunter,"Hunter, Duncan D. ",R,1,174838
CA,50,David B.,Secor,david secor,"Secor, David B.",D,0,83455
CA,51,Juan,Vargas,juan vargas,"Vargas, Juan",D,0,113934
CA,51,Michael,Crimmins,michael crimmins,"Crimmins, Michael",R,0,45464
CA,52,Scott,Peters,scott peters,"Peters, Scott",D,0,151451
CA,52,Brian ,Bilbray,brian bilbray,"Bilbray, Brian ",R,1,144459
CA,53,Susan A.,Davis,susan davis,"Davis, Susan A.",D,1,164825
CA,53,Nick ,Popaditch,nick popaditch,"Popaditch, Nick ",R,0,103482
CA,S,Dianne,Feinstein,dianne feinstein,"Feinstein, Dianne",D,1,7864624
CA,S,Elizabeth,Emken,elizabeth emken,"Emken, Elizabeth",R,0,4713887
CO,01,Diana,DeGette,diana degette,"DeGette, Diana",D,1,237579
CO,01,Danny,Stroud,danny stroud,"Stroud, Danny",R,0,93217
CO,01,Frank,Atwood,frank atwood,"Atwood, Frank",OTHER,0,12585
CO,01,Gary,Swing,gary swing,"Swing, Gary",OTHER,0,4829
CO,01,Thomas Henry,Juniel,thomas juniel,"Juniel, Thomas Henry",OTHER,0,18
CO,02,Jared,Polis,jared polis,"Polis, Jared",D,1,234758
CO,02,Kevin,Lundberg,kevin lundberg,"Lundberg, Kevin",R,0,162639
CO,02,Randy,Luallin,randy luallin,"Luallin, Randy",OTHER,0,13770
CO,02,Susan P.,Hall,susan hall,"Hall, Susan P.",OTHER,0,10413
CO,03,Scott R.,Tipton,scott tipton,"Tipton, Scott R.",R,1,185291
CO,03,Sal,Pace,sal pace,"Pace, Sal",D,0,142920
CO,03,Tisha T.,Casida,tisha casida,"Casida, Tisha T.",OTHER,0,11125
CO,03,Gregory,Gilman,gregory gilman,"Gilman, Gregory",OTHER,0,8212
CO,03,Jaime,McMillan,jaime mcmillan,"McMillan, Jaime",OTHER,0,26
CO,04,Cory,Gardner,cory gardner,"Gardner, Cory",R,1,200006
CO,04,Brandon,Shaffer,brandon shaffer,"Shaffer, Brandon",D,0,125800
CO,04,Josh,Gilliland,josh gilliland,"Gilliland, Josh",OTHER,0,10682
CO,04,Doug,Aden,doug aden,"Aden, Doug",OTHER,0,5848
CO,05,Doug,Lamborn,doug lamborn,"Lamborn, Doug",R,1,199639
CO,05,Dave,Anderson,dave anderson,"Anderson, Dave",OTHER,0,53318
CO,05,Jim,Pirtle,jim pirtle,"Pirtle, Jim",OTHER,0,22778
CO,05,Misha,Luzov,misha luzov,"Luzov, Misha",OTHER,0,18284
CO,05,Kenneth R.,Harvell,kenneth harvell,"Harvell, Kenneth R.",OTHER,0,13212
CO,05,George Allen,Cantrell,george cantrell,"Cantrell, George Allen",OTHER,0,6
CO,06,Mike,Coffman,mike coffman,"Coffman, Mike",R,1,163938
CO,06,Joe,Miklosi,joe miklosi,"Miklosi, Joe",D,0,156937
CO,06,Kathy,Polhemus,kathy polhemus,"Polhemus, Kathy",OTHER,0,13442
CO,06,Patrick E.,Provost,patrick provost,"Provost, Patrick E.",OTHER,0,8597
CO,07,Ed,Perlmutter,ed perlmutter,"Perlmutter, Ed",D,1,182460
CO,07,Joe,Coors,joe coors,"Coors, Joe",R,0,139066
CO,07,"Douglas ""Dayhorse""",Campbell,douglas campbell,"Campbell, Douglas ""Dayhorse""",OTHER,0,10296
CO,07,Buck,Bailey,buck bailey,"Bailey, Buck",OTHER,0,9148
CT,01,John B.,Larson,john larson,"Larson, John B.",OTHER,1,192840
CT,01,John B.,Larson,john larson,"Larson, John B.",OTHER,1,14133
CT,01,John Henry,Decker,john decker,"Decker, John Henry",OTHER,0,82321
CT,01,S. Michael,DeRosa,s derosa,"DeRosa, S. Michael",OTHER,0,5477
CT,01,Matthew M.,Corey,matthew corey,"Corey, Matthew M.",OTHER,0,2290
CT,02,Joe ,Courtney,joe courtney,"Courtney, Joe ",OTHER,1,189444
CT,02,Joe ,Courtney,joe courtney,"Courtney, Joe ",OTHER,1,15264
CT,02,Paul M.,Formica,paul formica,"Formica, Paul M.",OTHER,0,88103
CT,02,Colin D.,Bennett,colin bennett,"Bennett, Colin D.",OTHER,0,3638
CT,02,Daniel J.,Reale,daniel reale,"Reale, Daniel J.",OTHER,0,3511
CT,03,Rosa L.,DeLauro,rosa delauro,"DeLauro, Rosa L.",OTHER,1,197163
CT,03,Rosa L.,DeLauro,rosa delauro,"DeLauro, Rosa L.",OTHER,1,20410
CT,03,Wayne,Winsley,wayne winsley,"Winsley, Wayne",OTHER,0,73726
CT,03,"Hector W., Jr.",Concepcion,hector concepcion,"Concepcion, Hector W., Jr.",OTHER,0,1
CT,03,"Stephen ""Steve""",Packard,stephen packard,"Packard, Stephen ""Steve""",OTHER,0,1
CT,04 ,Jim,Himes,jim himes,"Himes, Jim",OTHER,1,167320
CT,04 ,Jim,Himes,jim himes,"Himes, Jim",OTHER,1,8609
CT,04 ,Stephen,Obsitnik,stephen obsitnik,"Obsitnik, Stephen",OTHER,0,117503
CT,05,Elizabeth,Esty,elizabeth esty,"Esty, Elizabeth",OTHER,0,8467
CT,05,Elizabeth,Esty,elizabeth esty,"Esty, Elizabeth",D,0,137631
CT,05,Andrew,Roraback,andrew roraback,"Roraback, Andrew",OTHER,0,9710
CT,05,Andrew,Roraback,andrew roraback,"Roraback, Andrew",OTHER,0,128927
CT,05,John,Pistone,john pistone,"Pistone, John",OTHER,0,12
CT,05,Russ,Jaeger,russ jaeger,"Jaeger, Russ",OTHER,0,10
CT,S,Christopher S.,Murphy,christopher murphy,"Murphy, Christopher S.",OTHER,0,35778
CT,S,Christopher S.,Murphy,christopher murphy,"Murphy, Christopher S.",OTHER,0,792983
CT,S,Linda E.,McMahon,linda mcmahon,"McMahon, Linda E.",OTHER,0,46520
CT,S,Linda E.,McMahon,linda mcmahon,"McMahon, Linda E.",OTHER,0,604569
CT,S,Paul,Passarelli,paul passarelli,"Passarelli, Paul",OTHER,0,25045
CT,S,Matthew,Coleman,matthew coleman,"Coleman, Matthew",OTHER,0,6414
CT,S,Michael D.,Adams,michael adams,"Adams, Michael D.",OTHER,0,388
CT,S,Jeff,Russell,jeff russell,"Russell, Jeff",OTHER,0,40
CT,S,John,Traceski,john traceski,"Traceski, John",OTHER,0,19
CT,S,Michael,Vasile,michael vasile,"Vasile, Michael",OTHER,0,8
DE,00,"John C., Jr.",Carney,john carney,"Carney, John C., Jr.",D,1,249933
DE,00,Thomas H.,Kovach,thomas kovach,"Kovach, Thomas H.",R,0,129757
DE,00,Bernard,August,bernard august,"August, Bernard",OTHER,0,4273
DE,00,Scott,Gesty,scott gesty,"Gesty, Scott",OTHER,0,4096
DE,S,Thomas R.,Carper,thomas carper,"Carper, Thomas R.",D,1,265415
DE,S,Kevin,Wade,kevin wade,"Wade, Kevin",R,0,115700
DE,S,Alexander,Pires,alexander pires,"Pires, Alexander",OTHER,0,15300
DE,S,Andrew Richard,Groff,andrew groff,"Groff, Andrew Richard",OTHER,0,3191
DE,S,Richard Thomas,Ruzicka,richard ruzicka,"Ruzicka, Richard Thomas",OTHER,0,1
DC,00,Eleanor H.,Norton,eleanor norton,"Norton, Eleanor H.",D,1,246664
DC,00,Bruce,Majors,bruce majors,"Majors, Bruce",OTHER,0,16524
DC,00,Natale Lino,Stracuzzi,natale stracuzzi,"Stracuzzi, Natale Lino",OTHER,0,13243
FL,01,Jeff,Miller,jeff miller,"Miller, Jeff",R,1,238440
FL,01,Jim,Bryan,jim bryan,"Bryan, Jim",D,0,92961
FL,01,Calen ,Fretts,calen fretts,"Fretts, Calen ",OTHER,0,11176
FL,01,"William Cleave, II",Drummond,william drummond,"Drummond, William Cleave, II",OTHER,0,17
FL,02,Steve,Southerland,steve southerland,"Southerland, Steve",R,1,175856
FL,02,Al,Lawson,al lawson,"Lawson, Al",D,0,157634
FL,02,Floyd Patrick ,Miller,floyd miller,"Miller, Floyd Patrick ",OTHER,0,228
FL,03,Ted,Yoho,ted yoho,"Yoho, Ted",R,0,204331
FL,03,J.R.,Gaillot,jr gaillot,"Gaillot, J.R.",D,0,102468
FL,03,Philip ,Dodds,philip dodds,"Dodds, Philip ",OTHER,0,8870
FL,04,Ander,Crenshaw,ander crenshaw,"Crenshaw, Ander",R,1,239988
FL,04,Jim ,Klauder,jim klauder,"Klauder, Jim ",OTHER,0,75236
FL,04,Gary ,Koniz,gary koniz,"Koniz, Gary ",OTHER,0,246
FL, 05,Corrine ,Brown,corrine brown,"Brown, Corrine ",D,1,190472
FL, 05,LeAnne,Kolb,leanne kolb,"Kolb, LeAnne",R,0,70700
FL, 05,Eileen ,Fleming,eileen fleming,"Fleming, Eileen ",OTHER,0,7978
FL, 05,Bruce Ray ,Riggs,bruce riggs,"Riggs, Bruce Ray ",OTHER,0,3
FL,06,Ron,Desantis,ron desantis,"Desantis, Ron",R,0,195962
FL,06,Heather ,Beaven,heather beaven,"Beaven, Heather ",D,0,146489
FL,07,John ,Mica,john mica,"Mica, John ",R,1,185518
FL,07,Jason H.,Kendall,jason kendall,"Kendall, Jason H.",D,0,130479
FL,07,Fred ,Marra,fred marra,"Marra, Fred ",OTHER,0,13
FL,08,Bill ,Posey,bill posey,"Posey, Bill ",R,1,205432
FL,08,Shannon ,Roberts,shannon roberts,"Roberts, Shannon ",D,0,130870
FL,08,Richard H.,Gillmor,richard gillmor,"Gillmor, Richard H.",OTHER,0,12607
FL,09,Alan ,Grayson,alan grayson,"Grayson, Alan ",D,0,164891
FL,09,Todd,Long,todd long,"Long, Todd",R,0,98856
FL,10,Daniel ,Webster,daniel webster,"Webster, Daniel ",R,1,164649
FL,10,Val B.,Demings,val demings,"Demings, Val B.",D,0,153574
FL,10,Naipaul ,Seegolam,naipaul seegolam,"Seegolam, Naipaul ",OTHER,0,46
FL,11,"Richard B. ""Rich""",Nugent,richard nugent,"Nugent, Richard B. ""Rich""",R,1,218360
FL,11,H. David,Werder,h werder,"Werder, H. David",D,0,120303
FL,12,Gus Michael,Bilirakis,gus bilirakis,"Bilirakis, Gus Michael",R,1,209604
FL,12,Jonathan Michael ,Snow,jonathan snow,"Snow, Jonathan Michael ",D,0,108770
FL,12,John ,Russell,john russell,"Russell, John ",OTHER,0,6878
FL,12,Paul Sidney,Elliott,paul elliott,"Elliott, Paul Sidney",OTHER,0,4915
FL,13,C.W . Bill,Young,cw young,"Young, C.W . Bill",R,1,189605
FL,13,Jessica ,Ehrlich,jessica ehrlich,"Ehrlich, Jessica ",D,0,139742
FL,14,Kathy ,Castor,kathy castor,"Castor, Kathy ",D,1,197121
FL,14,"Evelio ""EJ""",Otero,evelio otero,"Otero, Evelio ""EJ""",R,0,83480
FL,15,Dennis,Ross,dennis ross,"Ross, Dennis",R,1,Unopposed
FL,16,Vern,Buchanan,vern buchanan,"Buchanan, Vern",R,1,187147
FL,16,Keith ,Fitzgerald,keith fitzgerald,"Fitzgerald, Keith ",D,0,161929
FL,17,Tom,Rooney,tom rooney,"Rooney, Tom",R,1,165488
FL,17,William ,Bronson,william bronson,"Bronson, William ",D,0,116766
FL,17,Tom,Baumann,tom baumann,"Baumann, Tom",OTHER,0,12
FL,18,Patrick ,Murphy,patrick murphy,"Murphy, Patrick ",D,0,166257
FL,18,Allen B.,West,allen west,"West, Allen B.",R,1,164353
FL,18,Marilyn Davis,Holloman,marilyn holloman,"Holloman, Marilyn Davis",OTHER,0,55
FL,19,Trey,Radel,trey radel,"Radel, Trey",R,0,189833
FL,19,Jim ,Roach,jim roach,"Roach, Jim ",D,0,109746
FL,19,Brandon M. ,Smith,brandon smith,"Smith, Brandon M. ",OTHER,0,6637
FL,20,Alcee L.,Hastings,alcee hastings,"Hastings, Alcee L.",D,1,214727
FL,20,Randall ,Terry,randall terry,"Terry, Randall ",OTHER,0,29553
FL,20,Anthony M.,Dutrow,anthony dutrow,"Dutrow, Anthony M.",OTHER,0,5
FL,21,Ted ,Deutch,ted deutch,"Deutch, Ted ",D,1,221263
FL,21,"W. Michael ""Mike""",Trout,w trout,"Trout, W. Michael ""Mike""",OTHER,0,37776
FL,21,Cesar ,Henao,cesar henao,"Henao, Cesar ",OTHER,0,25361
FL,22,Lois ,Frankel,lois frankel,"Frankel, Lois ",D,0,171021
FL,22,Adam ,Hasner,adam hasner,"Hasner, Adam ",R,0,142050
FL,23,Debbie,Wasserman Schultz,debbie wasserman schultz,"Wasserman Schultz, Debbie",D,1,174205
FL,23,Karen,Harrington,karen harrington,"Harrington, Karen",R,0,98096
FL,23,IIya,Katz,iiya katz,"Katz, IIya",OTHER,0,3129
FL,24,Frederica S.,Wilson,frederica wilson,"Wilson, Frederica S.",D,1,Unopposed
FL,25,Mario ,Diaz-Balart,mario diazbalart,"Diaz-Balart, Mario ",R,1,151466
FL,25,Stanley ,Blumenthal,stanley blumenthal,"Blumenthal, Stanley ",OTHER,0,31664
FL,26,Joe,Garcia,joe garcia,"Garcia, Joe",D,0,135694
FL,26,David,Rivera,david rivera,"Rivera, David",R,1,108820
FL,26,Angel ,Fernandez,angel fernandez,"Fernandez, Angel ",OTHER,0,5726
FL,26,Jose,Peixoto,jose peixoto,"Peixoto, Jose",OTHER,0,2717
FL,27,Ileana,Ros-Lehtinen,ileana roslehtinen,"Ros-Lehtinen, Ileana",R,1,138488
FL,27,Manny ,Yevancey,manny yevancey,"Yevancey, Manny ",D,0,85020
FL,27,Thomas Joe,Cruz-Wiggins,thomas cruzwiggins,"Cruz-Wiggins, Thomas Joe",OTHER,0,6663
FL,S,Bill ,Nelson,bill nelson,"Nelson, Bill ",D,1,4523451
FL,S,Connie ,Mack,connie mack,"Mack, Connie ",R,0,3458267
FL,S,Bill ,Gaylor,bill gaylor,"Gaylor, Bill ",OTHER,0,126079
FL,S,Chris ,Borgia,chris borgia,"Borgia, Chris ",OTHER,0,82089
